run_id,git_sha,prompt_version,ticker,question_id,question,faithfulness,structure,correctness,analyst_logic,composite,cosine,tool_call_ok,hallucination_ok,elapsed_ms,eval_type,dialogue_fixture_id,dialogue_turns,analyst_likeness,analyst_likeness_rationale,helpfulness,helpfulness_rationale,non_hallucination,non_hallucination_rationale,exploration_quality,exploration_quality_rationale,voice_match,voice_match_rationale,dialogue_composite,judge_model,agent_model,analyst_likeness_se,helpfulness_se,non_hallucination_se,exploration_quality_se,voice_match_se,dialogue_composite_se,dialogue_n
20260426T144703Z-294a10-bench-llama4scout,abd6807,a2ff656d69,MSFT,msft-news,What's the recent news sentiment around MSFT?,,,,,6,0.3763,1,1,731
20260426T144703Z-294a10-bench-llama4scout,abd6807,a2ff656d69,GOOGL,googl-technical,How is GOOGL trending technically over the recent window?,,,,,6,0.3335,1,1,606
20260426T144703Z-294a10-bench-llama4scout,abd6807,a2ff656d69,GOOGL,googl-combined,Give me a balanced thesis on GOOGL — fundamentals plus technicals.,,,,,5,0.3723,1,1,608
20260426T144703Z-294a10-bench-llama4scout,abd6807,a2ff656d69,AMZN,amzn-fundamental,What's the fundamental case for AMZN at the moment?,,,,,6,0.4149,1,1,618
20260426T144703Z-294a10-bench-llama4scout,abd6807,a2ff656d69,META,meta-combined,Should I be cautious about META based on the latest data?,,,,,6,0.3438,1,1,673
20260426T144703Z-294a10-bench-llama4scout,abd6807,a2ff656d69,META,meta-news,What's driving recent META headlines?,,,,,6,0.3031,1,1,1088
20260426T144703Z-294a10-bench-llama4scout,abd6807,a2ff656d69,TSLA,tsla-technical,Is TSLA breaking out or breaking down on the charts?,,,,,3,0.3593,1,1,6769
20260426T144703Z-294a10-bench-llama4scout,abd6807,a2ff656d69,TSLA,tsla-news,What's the recent news flow around TSLA?,,,,,6,0.3289,1,1,5747
20260426T144703Z-294a10-bench-llama4scout,abd6807,a2ff656d69,JPM,jpm-fundamental,How is JPM valued versus its latest earnings?,,,,,2,0.3838,1,1,5857
20260426T144703Z-294a10-bench-llama4scout,abd6807,a2ff656d69,V,v-combined,Give me a balanced thesis on V right now.,,,,,6,0.3823,1,1,6050
20260426T144703Z-294a10-bench-llama4scout,abd6807,a2ff656d69,UNH,unh-fundamental,What is UNH's current fundamental health?,,,,,2,0.2979,1,1,4867
20260426T144703Z-294a10-bench-llama4scout,abd6807,a2ff656d69,UNH,unh-news,Are there any concerning news items on UNH lately?,,,,,6,0.2862,1,1,5588
20260426T144807Z-1ff624-bench-qwen3-32b,abd6807,a2ff656d69,NVDA,nvda-technical,Is NVDA overbought right now? Walk me through the technical setup.,,,,,0,0.3437,1,1,2098
20260426T144807Z-1ff624-bench-qwen3-32b,abd6807,a2ff656d69,NVDA,nvda-fundamental,What does NVDA's most recent fundamental picture look like?,,,,,1,0.2811,1,0,3040
20260426T144807Z-1ff624-bench-qwen3-32b,abd6807,a2ff656d69,AAPL,aapl-fundamental,How is AAPL valued relative to its earnings?,,,,,3,0.2965,1,0,29741
20260426T144807Z-1ff624-bench-qwen3-32b,abd6807,a2ff656d69,AAPL,aapl-technical,Where is AAPL on the price chart — is the trend intact?,,,,,0,0.2957,1,1,26385
20260426T144807Z-1ff624-bench-qwen3-32b,abd6807,a2ff656d69,MSFT,msft-news,What's the recent news sentiment around MSFT?,,,,,1,0.3666,1,1,22805
20260426T144807Z-1ff624-bench-qwen3-32b,abd6807,a2ff656d69,GOOGL,googl-technical,How is GOOGL trending technically over the recent window?,,,,,0,0.32,1,1,23146
20260426T144807Z-1ff624-bench-qwen3-32b,abd6807,a2ff656d69,GOOGL,googl-combined,Give me a balanced thesis on GOOGL — fundamentals plus technicals.,,,,,3,0.2133,1,1,25075
20260426T144807Z-1ff624-bench-qwen3-32b,abd6807,a2ff656d69,AMZN,amzn-fundamental,What's the fundamental case for AMZN at the moment?,,,,,3,0.4394,1,1,26542
20260426T144807Z-1ff624-bench-qwen3-32b,abd6807,a2ff656d69,META,meta-combined,Should I be cautious about META based on the latest data?,,,,,6,0.2564,1,1,23989
20260426T144807Z-1ff624-bench-qwen3-32b,abd6807,a2ff656d69,META,meta-news,What's driving recent META headlines?,,,,,0,0.0,1,1,48262
20260426T144807Z-1ff624-bench-qwen3-32b,abd6807,a2ff656d69,TSLA,tsla-technical,Is TSLA breaking out or breaking down on the charts?,,,,,3,0.2816,1,1,28021
20260426T144807Z-1ff624-bench-qwen3-32b,abd6807,a2ff656d69,TSLA,tsla-news,What's the recent news flow around TSLA?,,,,,0,0.2795,1,1,21065
20260426T144807Z-1ff624-bench-qwen3-32b,abd6807,a2ff656d69,JPM,jpm-fundamental,How is JPM valued versus its latest earnings?,,,,,0,0.3864,1,0,26196
20260426T144807Z-1ff624-bench-qwen3-32b,abd6807,a2ff656d69,V,v-combined,Give me a balanced thesis on V right now.,,,,,2,0.2848,1,1,24973
20260426T144807Z-1ff624-bench-qwen3-32b,abd6807,a2ff656d69,UNH,unh-fundamental,What is UNH's current fundamental health?,,,,,0,0.4304,1,1,26789
20260426T144807Z-1ff624-bench-qwen3-32b,abd6807,a2ff656d69,UNH,unh-news,Are there any concerning news items on UNH lately?,,,,,1,0.2652,1,0,28412
20260426T145701Z-4f443d-bench-gemma4-31b,abd6807,a2ff656d69,NVDA,nvda-technical,Is NVDA overbought right now? Walk me through the technical setup.,,,,,1,0.2732,1,1,45383
20260426T145701Z-4f443d-bench-gemma4-31b,abd6807,a2ff656d69,NVDA,nvda-fundamental,What does NVDA's most recent fundamental picture look like?,,,,,1,0.2344,1,1,31339
20260426T145701Z-4f443d-bench-gemma4-31b,abd6807,a2ff656d69,AAPL,aapl-fundamental,How is AAPL valued relative to its earnings?,,,,,0,0.316,1,1,36444
20260426T145701Z-4f443d-bench-gemma4-31b,abd6807,a2ff656d69,AAPL,aapl-technical,Where is AAPL on the price chart — is the trend intact?,,,,,1,0.2221,1,1,45603
20260426T145701Z-4f443d-bench-gemma4-31b,abd6807,a2ff656d69,MSFT,msft-news,What's the recent news sentiment around MSFT?,,,,,4,0.357,1,1,38145
20260426T145701Z-4f443d-bench-gemma4-31b,abd6807,a2ff656d69,GOOGL,googl-technical,How is GOOGL trending technically over the recent window?,,,,,1,0.3087,1,1,49462
20260426T145701Z-4f443d-bench-gemma4-31b,abd6807,a2ff656d69,GOOGL,googl-combined,Give me a balanced thesis on GOOGL — fundamentals plus technicals.,,,,,1,0.2635,1,1,31962
20260426T145701Z-4f443d-bench-gemma4-31b,abd6807,a2ff656d69,AMZN,amzn-fundamental,What's the fundamental case for AMZN at the moment?,,,,,1,0.2762,1,1,34459
20260426T145701Z-4f443d-bench-gemma4-31b,abd6807,a2ff656d69,META,meta-combined,Should I be cautious about META based on the latest data?,,,,,2,0.2724,1,1,28533
20260426T145701Z-4f443d-bench-gemma4-31b,abd6807,a2ff656d69,META,meta-news,What's driving recent META headlines?,,,,,2,0.2556,1,1,42635
20260426T145701Z-4f443d-bench-gemma4-31b,abd6807,a2ff656d69,TSLA,tsla-technical,Is TSLA breaking out or breaking down on the charts?,,,,,1,0.23,1,1,37619
20260426T145701Z-4f443d-bench-gemma4-31b,abd6807,a2ff656d69,TSLA,tsla-news,What's the recent news flow around TSLA?,,,,,2,0.2104,1,1,63251
20260426T145701Z-4f443d-bench-gemma4-31b,abd6807,a2ff656d69,JPM,jpm-fundamental,How is JPM valued versus its latest earnings?,,,,,0,0.3264,1,1,29116
20260426T145701Z-4f443d-bench-gemma4-31b,abd6807,a2ff656d69,V,v-combined,Give me a balanced thesis on V right now.,,,,,2,0.373,1,1,33533
20260426T145701Z-4f443d-bench-gemma4-31b,abd6807,a2ff656d69,UNH,unh-fundamental,What is UNH's current fundamental health?,,,,,0,0.335,1,1,52495
20260426T145701Z-4f443d-bench-gemma4-31b,abd6807,a2ff656d69,UNH,unh-news,Are there any concerning news items on UNH lately?,,,,,10,0.294,1,1,71622
20260426T151302Z-e49805-bench-gemma3-27b,abd6807,a2ff656d69,NVDA,nvda-technical,Is NVDA overbought right now? Walk me through the technical setup.,,,,,6,0.0,1,1,2014
20260426T151302Z-e49805-bench-gemma3-27b,abd6807,a2ff656d69,NVDA,nvda-fundamental,What does NVDA's most recent fundamental picture look like?,,,,,6,0.0,1,1,1798
20260426T151302Z-e49805-bench-gemma3-27b,abd6807,a2ff656d69,AAPL,aapl-fundamental,How is AAPL valued relative to its earnings?,,,,,6,0.0,1,1,1362
20260426T151302Z-e49805-bench-gemma3-27b,abd6807,a2ff656d69,AAPL,aapl-technical,Where is AAPL on the price chart — is the trend intact?,,,,,6,0.0,1,1,1427
20260426T151302Z-e49805-bench-gemma3-27b,abd6807,a2ff656d69,MSFT,msft-news,What's the recent news sentiment around MSFT?,,,,,6,0.0,1,1,1638
20260426T151302Z-e49805-bench-gemma3-27b,abd6807,a2ff656d69,GOOGL,googl-technical,How is GOOGL trending technically over the recent window?,,,,,6,0.0,1,1,1416
20260426T151302Z-e49805-bench-gemma3-27b,abd6807,a2ff656d69,GOOGL,googl-combined,Give me a balanced thesis on GOOGL — fundamentals plus technicals.,,,,,7,0.0,1,1,1431
20260426T151302Z-e49805-bench-gemma3-27b,abd6807,a2ff656d69,AMZN,amzn-fundamental,What's the fundamental case for AMZN at the moment?,,,,,6,0.0,1,1,1318
20260426T151302Z-e49805-bench-gemma3-27b,abd6807,a2ff656d69,META,meta-combined,Should I be cautious about META based on the latest data?,,,,,6,0.0,1,1,1585
20260426T151302Z-e49805-bench-gemma3-27b,abd6807,a2ff656d69,META,meta-news,What's driving recent META headlines?,,,,,6,0.0,1,1,1615
20260426T151302Z-e49805-bench-gemma3-27b,abd6807,a2ff656d69,TSLA,tsla-technical,Is TSLA breaking out or breaking down on the charts?,,,,,6,0.0,1,1,30150
20260426T151302Z-e49805-bench-gemma3-27b,abd6807,a2ff656d69,TSLA,tsla-news,What's the recent news flow around TSLA?,,,,,6,0.0,1,1,2304
20260426T151302Z-e49805-bench-gemma3-27b,abd6807,a2ff656d69,JPM,jpm-fundamental,How is JPM valued versus its latest earnings?,,,,,6,0.0,1,1,1321
20260426T151302Z-e49805-bench-gemma3-27b,abd6807,a2ff656d69,V,v-combined,Give me a balanced thesis on V right now.,,,,,6,0.0,1,1,1768
20260426T151302Z-e49805-bench-gemma3-27b,abd6807,a2ff656d69,UNH,unh-fundamental,What is UNH's current fundamental health?,,,,,6,0.0,1,1,1740
20260426T151302Z-e49805-bench-gemma3-27b,abd6807,a2ff656d69,UNH,unh-news,Are there any concerning news items on UNH lately?,,,,,7,0.0,1,1,1449
20260426T151421Z-7e1fbc-bench-gemini31flashlite,abd6807,a2ff656d69,NVDA,nvda-technical,Is NVDA overbought right now? Walk me through the technical setup.,,,,,1,0.4124,1,1,3398
20260426T151421Z-7e1fbc-bench-gemini31flashlite,abd6807,a2ff656d69,NVDA,nvda-fundamental,What does NVDA's most recent fundamental picture look like?,,,,,2,0.2285,1,1,2525
20260426T151421Z-7e1fbc-bench-gemini31flashlite,abd6807,a2ff656d69,AAPL,aapl-fundamental,How is AAPL valued relative to its earnings?,,,,,1,0.3474,1,1,3424
20260426T151421Z-7e1fbc-bench-gemini31flashlite,abd6807,a2ff656d69,AAPL,aapl-technical,Where is AAPL on the price chart — is the trend intact?,,,,,0,0.4056,1,1,4798
20260426T151421Z-7e1fbc-bench-gemini31flashlite,abd6807,a2ff656d69,MSFT,msft-news,What's the recent news sentiment around MSFT?,,,,,3,0.3218,1,1,5808
20260426T151421Z-7e1fbc-bench-gemini31flashlite,abd6807,a2ff656d69,GOOGL,googl-technical,How is GOOGL trending technically over the recent window?,,,,,,0.0,0,0,10725
20260426T151421Z-7e1fbc-bench-gemini31flashlite,abd6807,a2ff656d69,GOOGL,googl-combined,Give me a balanced thesis on GOOGL — fundamentals plus technicals.,,,,,0,0.295,1,1,23489
20260426T151421Z-7e1fbc-bench-gemini31flashlite,abd6807,a2ff656d69,AMZN,amzn-fundamental,What's the fundamental case for AMZN at the moment?,,,,,1,0.3921,1,1,4244
20260426T151421Z-7e1fbc-bench-gemini31flashlite,abd6807,a2ff656d69,META,meta-combined,Should I be cautious about META based on the latest data?,,,,,0,0.2957,1,1,2249
20260426T151421Z-7e1fbc-bench-gemini31flashlite,abd6807,a2ff656d69,META,meta-news,What's driving recent META headlines?,,,,,2,0.208,1,1,4544
20260426T151421Z-7e1fbc-bench-gemini31flashlite,abd6807,a2ff656d69,TSLA,tsla-technical,Is TSLA breaking out or breaking down on the charts?,,,,,9,0.2553,1,1,3300
20260426T151421Z-7e1fbc-bench-gemini31flashlite,abd6807,a2ff656d69,TSLA,tsla-news,What's the recent news flow around TSLA?,,,,,10,0.2801,1,1,5772
20260426T151421Z-7e1fbc-bench-gemini31flashlite,abd6807,a2ff656d69,JPM,jpm-fundamental,How is JPM valued versus its latest earnings?,,,,,,0.0,0,0,16135
20260426T151421Z-7e1fbc-bench-gemini31flashlite,abd6807,a2ff656d69,V,v-combined,Give me a balanced thesis on V right now.,,,,,,0.0,0,0,16013
20260426T151421Z-7e1fbc-bench-gemini31flashlite,abd6807,a2ff656d69,UNH,unh-fundamental,What is UNH's current fundamental health?,,,,,2,0.3603,1,1,5095
20260426T151421Z-7e1fbc-bench-gemini31flashlite,abd6807,a2ff656d69,UNH,unh-news,Are there any concerning news items on UNH lately?,,,,,10,0.3737,1,1,2988
20260426T151730Z-5d616e-bench-llama3-70b,abd6807,a2ff656d69,NVDA,nvda-technical,Is NVDA overbought right now? Walk me through the technical setup.,,,,,2,0.4575,1,1,1110
20260426T151730Z-5d616e-bench-llama3-70b,abd6807,a2ff656d69,NVDA,nvda-fundamental,What does NVDA's most recent fundamental picture look like?,,,,,2,0.2506,1,1,972
20260426T151730Z-5d616e-bench-llama3-70b,abd6807,a2ff656d69,AAPL,aapl-fundamental,How is AAPL valued relative to its earnings?,,,,,2,0.234,1,1,1065
20260426T151730Z-5d616e-bench-llama3-70b,abd6807,a2ff656d69,AAPL,aapl-technical,Where is AAPL on the price chart — is the trend intact?,,,,,4,0.3984,1,1,1101
20260426T151730Z-5d616e-bench-llama3-70b,abd6807,a2ff656d69,MSFT,msft-news,What's the recent news sentiment around MSFT?,,,,,8,0.3192,1,1,1245
20260426T151730Z-5d616e-bench-llama3-70b,abd6807,a2ff656d69,GOOGL,googl-technical,How is GOOGL trending technically over the recent window?,,,,,2,0.3214,1,1,914
20260426T151730Z-5d616e-bench-llama3-70b,abd6807,a2ff656d69,GOOGL,googl-combined,Give me a balanced thesis on GOOGL — fundamentals plus technicals.,,,,,2,0.2156,1,1,8637
20260426T151730Z-5d616e-bench-llama3-70b,abd6807,a2ff656d69,AMZN,amzn-fundamental,What's the fundamental case for AMZN at the moment?,,,,,8,0.4903,1,1,11740
20260426T151730Z-5d616e-bench-llama3-70b,abd6807,a2ff656d69,META,meta-combined,Should I be cautious about META based on the latest data?,,,,,2,0.3398,1,1,9156
20260426T151730Z-5d616e-bench-llama3-70b,abd6807,a2ff656d69,META,meta-news,What's driving recent META headlines?,,,,,,0.0,1,1,73153
20260426T151730Z-5d616e-bench-llama3-70b,abd6807,a2ff656d69,TSLA,tsla-technical,Is TSLA breaking out or breaking down on the charts?,,,,,,0.0,1,1,93915
20260426T151730Z-5d616e-bench-llama3-70b,abd6807,a2ff656d69,TSLA,tsla-news,What's the recent news flow around TSLA?,,,,,,0.0,1,1,89701
20260426T151730Z-5d616e-bench-llama3-70b,abd6807,a2ff656d69,JPM,jpm-fundamental,How is JPM valued versus its latest earnings?,,,,,,0.0,1,1,89554
20260426T151730Z-5d616e-bench-llama3-70b,abd6807,a2ff656d69,V,v-combined,Give me a balanced thesis on V right now.,,,,,,0.0,1,1,87589
20260426T151730Z-5d616e-bench-llama3-70b,abd6807,a2ff656d69,UNH,unh-fundamental,What is UNH's current fundamental health?,,,,,,0.0,1,1,43550
20260426T151730Z-5d616e-bench-llama3-70b,abd6807,a2ff656d69,UNH,unh-news,Are there any concerning news items on UNH lately?,,,,,,0.0,1,1,90776
20260427T122343Z-929f8a-bench-llama3-70b,3d7ed68,a2ff656d69,NVDA,nvda-technical,Is NVDA overbought right now? Walk me through the technical setup.,,,,,2,0.4591,1,1,1341
20260427T122343Z-929f8a-bench-llama3-70b,3d7ed68,a2ff656d69,NVDA,nvda-fundamental,What does NVDA's most recent fundamental picture look like?,,,,,4,0.2108,1,1,975
20260427T122411Z-8ebb34-bench-llama3-70b,3d7ed68,a2ff656d69,NVDA,nvda-technical,Is NVDA overbought right now? Walk me through the technical setup.,,,,,2,0.4548,1,1,1564
20260427T122411Z-8ebb34-bench-llama3-70b,3d7ed68,a2ff656d69,NVDA,nvda-fundamental,What does NVDA's most recent fundamental picture look like?,,,,,6,0.2108,1,1,873
20260427T122411Z-8ebb34-bench-llama3-70b,3d7ed68,a2ff656d69,AAPL,aapl-fundamental,How is AAPL valued relative to its earnings?,,,,,2,0.4053,1,1,1205
20260427T122411Z-8ebb34-bench-llama3-70b,3d7ed68,a2ff656d69,AAPL,aapl-technical,Where is AAPL on the price chart — is the trend intact?,,,,,4,0.4251,1,1,1240
20260427T122411Z-8ebb34-bench-llama3-70b,3d7ed68,a2ff656d69,MSFT,msft-news,What's the recent news sentiment around MSFT?,,,,,8,0.3789,1,1,1106
20260427T122411Z-8ebb34-bench-llama3-70b,3d7ed68,a2ff656d69,GOOGL,googl-technical,How is GOOGL trending technically over the recent window?,,,,,2,0.3225,1,1,917
20260427T122411Z-8ebb34-bench-llama3-70b,3d7ed68,a2ff656d69,GOOGL,googl-combined,Give me a balanced thesis on GOOGL — fundamentals plus technicals.,,,,,2,0.2503,1,1,7235
20260427T122411Z-8ebb34-bench-llama3-70b,3d7ed68,a2ff656d69,AMZN,amzn-fundamental,What's the fundamental case for AMZN at the moment?,,,,,6,0.4936,1,1,9909
20260427T122411Z-8ebb34-bench-llama3-70b,3d7ed68,a2ff656d69,META,meta-combined,Should I be cautious about META based on the latest data?,,,,,6,0.4035,1,1,8763
20260427T122411Z-8ebb34-bench-llama3-70b,3d7ed68,a2ff656d69,META,meta-news,What's driving recent META headlines?,,,,,6,0.3649,1,1,8530
20260427T122411Z-8ebb34-bench-llama3-70b,3d7ed68,a2ff656d69,TSLA,tsla-technical,Is TSLA breaking out or breaking down on the charts?,,,,,4,0.3319,1,1,9632
20260427T122411Z-8ebb34-bench-llama3-70b,3d7ed68,a2ff656d69,TSLA,tsla-news,What's the recent news flow around TSLA?,,,,,6,0.3334,1,1,8515
20260427T122411Z-8ebb34-bench-llama3-70b,3d7ed68,a2ff656d69,JPM,jpm-fundamental,How is JPM valued versus its latest earnings?,,,,,3,0.4562,1,1,8706
20260427T122411Z-8ebb34-bench-llama3-70b,3d7ed68,a2ff656d69,V,v-combined,Give me a balanced thesis on V right now.,,,,,8,0.3538,1,1,8281
20260427T122411Z-8ebb34-bench-llama3-70b,3d7ed68,a2ff656d69,UNH,unh-fundamental,What is UNH's current fundamental health?,,,,,2,0.3559,1,1,9920
20260427T122411Z-8ebb34-bench-llama3-70b,3d7ed68,a2ff656d69,UNH,unh-news,Are there any concerning news items on UNH lately?,,,,,8,0.29,1,1,9810
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,NVDA,nvda-technical,Is NVDA overbought right now? Walk me through the technical setup.,,,,,6,0.4298,1,1,3017
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,NVDA,nvda-fundamental,What does NVDA's most recent fundamental picture look like?,,,,,8,0.4083,1,1,1749
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,AAPL,aapl-fundamental,How is AAPL valued relative to its earnings?,,,,,3,0.3719,1,1,1560
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,AAPL,aapl-technical,Where is AAPL on the price chart — is the trend intact?,,,,,8,0.4838,1,1,1575
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,MSFT,msft-news,What's the recent news sentiment around MSFT?,,,,,7,0.3319,1,1,1448
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,GOOGL,googl-technical,How is GOOGL trending technically over the recent window?,,,,,8,0.4449,1,1,1438
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,GOOGL,googl-combined,Give me a balanced thesis on GOOGL — fundamentals plus technicals.,,,,,7,0.3907,1,1,2296
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,AMZN,amzn-fundamental,What's the fundamental case for AMZN at the moment?,,,,,6,0.4252,1,1,1902
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,META,meta-combined,Should I be cautious about META based on the latest data?,,,,,8,0.3969,1,1,2210
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,META,meta-news,What's driving recent META headlines?,,,,,8,0.3577,1,1,1498
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,TSLA,tsla-technical,Is TSLA breaking out or breaking down on the charts?,,,,,8,0.4499,1,1,5789
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,TSLA,tsla-news,What's the recent news flow around TSLA?,,,,,8,0.3785,1,1,7667
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,JPM,jpm-fundamental,How is JPM valued versus its latest earnings?,,,,,7,0.4668,1,1,6289
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,V,v-combined,Give me a balanced thesis on V right now.,,,,,7,0.359,1,1,7704
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,UNH,unh-fundamental,What is UNH's current fundamental health?,,,,,6,0.3896,1,1,6016
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,UNH,unh-news,Are there any concerning news items on UNH lately?,,,,,6,0.429,1,1,8687
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,NVDA,nvda-quickfact-rsi,What's NVDA's RSI right now?,,,,,8,0.3962,1,1,3555
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,NVDA,nvda-vs-aapl-fundamental,Compare NVDA vs AAPL on valuation and fundamentals.,,,,,6,0.3132,1,1,5507
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,NVDA,conversational-off-domain-weather,What's the weather like today?,,,,,8,0.2917,1,1,2851
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,JPM,jpm-fundamental-deepdive,Walk me through JPM's fundamentals — valuation deep dive.,,,,,8,0.5008,1,1,3838
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,V,v-technical-analysis,Give me a technical analysis of V — chart setup and indicators.,,,,,8,0.5573,1,1,4002
20260509T063619Z-46934f-bench-llama4scout,954eac2,b6537a1e8b,UNH,unh-news-sentiment,What's the news sentiment on UNH — any concerning headlines?,,,,,8,0.4677,1,1,3641
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,NVDA,nvda-technical,Is NVDA overbought right now? Walk me through the technical setup.,,,,,7,0.4354,1,1,2797
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,NVDA,nvda-fundamental,What does NVDA's most recent fundamental picture look like?,,,,,8,0.3248,1,1,1325
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,AAPL,aapl-fundamental,How is AAPL valued relative to its earnings?,,,,,7,0.2996,1,1,1888
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,AAPL,aapl-technical,Where is AAPL on the price chart — is the trend intact?,,,,,8,0.4812,1,1,11436
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,MSFT,msft-news,What's the recent news sentiment around MSFT?,,,,,5,0.4178,1,1,11497
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,GOOGL,googl-technical,How is GOOGL trending technically over the recent window?,,,,,8,0.4571,1,1,17384
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,GOOGL,googl-combined,Give me a balanced thesis on GOOGL — fundamentals plus technicals.,,,,,8,0.4898,1,1,19566
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,AMZN,amzn-fundamental,What's the fundamental case for AMZN at the moment?,,,,,8,0.4497,1,1,15259
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,META,meta-combined,Should I be cautious about META based on the latest data?,,,,,9,0.4189,1,1,23189
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,META,meta-news,What's driving recent META headlines?,,,,,8,0.4314,1,1,18129
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,TSLA,tsla-technical,Is TSLA breaking out or breaking down on the charts?,,,,,8,0.4638,1,1,16355
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,TSLA,tsla-news,What's the recent news flow around TSLA?,,,,,8,0.3929,1,1,18916
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,JPM,jpm-fundamental,How is JPM valued versus its latest earnings?,,,,,8,0.3894,1,1,16792
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,V,v-combined,Give me a balanced thesis on V right now.,,,,,9,0.3918,1,1,17300
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,UNH,unh-fundamental,What is UNH's current fundamental health?,,,,,8,0.3934,1,1,16203
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,UNH,unh-news,Are there any concerning news items on UNH lately?,,,,,8,0.3891,1,1,18852
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,NVDA,nvda-quickfact-rsi,What's NVDA's RSI right now?,,,,,9,0.3753,1,1,7160
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,NVDA,nvda-vs-aapl-fundamental,Compare NVDA vs AAPL on valuation and fundamentals.,,,,,7,0.3815,1,1,46310
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,NVDA,conversational-off-domain-weather,What's the weather like today?,,,,,8,0.28,1,1,6140
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,JPM,jpm-fundamental-deepdive,Walk me through JPM's fundamentals — valuation deep dive.,,,,,9,0.4569,1,1,11782
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,V,v-technical-analysis,Give me a technical analysis of V — chart setup and indicators.,,,,,8,0.562,1,1,9219
20260509T065147Z-a2348a-bench-llama3-70b,80f6d56,b6537a1e8b,UNH,unh-news-sentiment,What's the news sentiment on UNH — any concerning headlines?,,,,,8,0.4865,1,1,13480
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,NVDA,nvda-technical,Is NVDA overbought right now? Walk me through the technical setup.,,,,,,0.2508,1,1,1603
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,NVDA,nvda-fundamental,What does NVDA's most recent fundamental picture look like?,,,,,,0.1917,1,1,4045
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,AAPL,aapl-fundamental,How is AAPL valued relative to its earnings?,,,,,,0.2344,1,1,3385
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,AAPL,aapl-technical,Where is AAPL on the price chart — is the trend intact?,,,,,,0.2108,1,1,3891
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,MSFT,msft-news,What's the recent news sentiment around MSFT?,,,,,,0.1617,1,1,1732
20260509T065823Z-47ef82-bench-gemma3-27b,80f6d56,b6537a1e8b,GOOGL,googl-technical,How is GOOGL trending technically over the recent window?,,,,,,0.2095,1,1,2623
